Title,JobTitle(Grouped),Position,Company,Location,City,HiringStatus,Date,Num1,Time,Num2,Days,DateSince,DateSinceFormated,,1 day,
Financial Accountant - on-site,Financial Accountant ,Not specified,Antal International,"Alba Iulia, Alba, Romania",Alba Iulia,Be an early applicant,4 months ago,4,month,30,120.00,45135.00,7/28/2023,,,
PMO Lead,PMO Lead,Head,Deutsche Bank,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Senior Revenue Recognition Specialist,Revenue Recognition Specialist,Senior,PTC,"Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Senior Business Intelligence Developer @ ING Hubs Ro,Business Intelligence Developer ,Senior,ING Hubs Romania,"Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Fixed Assets Accounting Analyst,Accounting Analyst,Not specified,SLB,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
"Manager, People Success EMEA",Project Manager,Head,BlackLine,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Financial Reporting Analyst,Financial Reporting Analyst,Not specified,Societe Generale Global Solution Centre Romania,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
A2R Services Head Romania,Accounting to Reporting Head ,Not specified,Sanofi,"Bucharest, Bucharest, Romania",Bucharest,Not specified,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Business Risk Manager,Risk Manager,Head,Revolut,Romania,Not specified,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Claims Officer,Claims Officer,Not specified,Allianz Trade in Romania,"Bucharest, Romania",Bucharest,Not specified,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Fixed Assets Analyst,Fixed Assets Analyst,Not specified,Siemens Energy,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Commercial Project Controller,Financial Controller,Not specified,Siemens Energy,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Junior financial controller,Financial Controller,Junior,Gi Group,"Ploieşti, Prahova, Romania",Ploieşti,Be an early applicant,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Senior Consultant,Financial Consultant,Senior,Expense Reduction Analysts – EMEA,"Bucharest, Romania",Bucharest,Actively Hiring,5 days ago,5,day,1,5.00,45250.00,11/20/2023,,,
Risk Assurance Services- Senior Internal Auditor,Auditor,Senior,PwC Romania,"Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Operations Manager Record to Report,Operations Manager ,Head,Molson Coors GBS,"Bucharest, Bucharest, Romania",Bucharest,Not specified,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Quality Assurance Tester,Quality Assurance Tester,Not specified,Vitamin Software,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
SAP FI/CO Senior Consultant,Financial Consultant,Senior,BearingPoint,Romania,Not specified,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Senior Accountant/Associate,Accountant,Senior,Antal International,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
Senior Cluster Financial Controller,Financial Controller,Senior,DB Schenker,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Senior Digital and Information Auditor,Auditor,Senior,UniCredit Bank Romania,"Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Information Risk Officer - SOX IT General Controls Testing @ING Hubs Romania,Risk Officer ,Not specified,ING Hubs Romania,Bucharest Metropolitan Area,Bucharest ,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Senior Financial Controller-Digital Services,Financial Controller,Senior,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
FP&A Specialist,Financial Analyst,Senior,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Financial Analyst II (00F20G),Financial Analyst ,Not specified,DXC Technology,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
Revenue Accountant,Accountant,Not specified,Canonical,"Timişoara, Timiş, Romania",Timişoara,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Operations Manager (Digital Marketing Agency),Operations Manager ,Head,White Light Digital Marketing,Romania,Not specified,Not specified,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
General Ledger Accountant,Accountant ,Not specified,BAT,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Accounts Receivables Accountant,Accounts Receivables,Not specified,Emma – The Sleep Company,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
Accounts Payable Officer [F/M/X],Accounts Payable Officer ,Not specified,Mantu,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
"Executive Director Finance, Trilogy (Remote) - $200,000/year USD",Finance Executive Director,Head,Crossover,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
"Business Intelligence Manager, Ring",Business Intelligence Manager,Head,Ring,Timisoara Metropolitan Area,Timişoara,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Team Leader Cash & Bank,Cash and Bank Team Leader,Head,Siemens Energy,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Accounting Supervisor,Accounting Supervisor,Head,A.P. Moller - Maersk,"Constanţa, Romania",Not specified,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Client Account Manager focused on data - FRYAR009,Client Account Manager,Head,Human Direct,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
Finance Transformation Process Analyst,Finance Transformation Process Analyst,Not specified,Worldline,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Junior User Acquisition Specialist (Meta),User Acquisition Specialist,Senior,Pearson,"Braşov, Braşov, Romania",Braşov,Not specified,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Amazon Brand Manager,Brand Manager,Head,ScaleJet | eCommerce HR agency,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Internship Location Controller,Financial Controller,Not specified,Hipo.ro Jobs,"Arad, Arad, Romania",Arad,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Product Analyst,Product Analyst,Not specified,Finastra,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Payroll Accountant,Accountant,Not specified,Bolt,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Auditor Intern Senior,Auditor,Senior,Smithfield Romania,"Timişoara, Timiş, Romania",Timişoara,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Senior Indirect Buyer with French,Buyer ,Senior,Alstom,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,5 days ago,5,day,1,5.00,45250.00,11/20/2023,,,
Pro Fin Intercompany Service Charging,Financial Manager,Not specified,OMV Petrom,"Bucharest, Romania",Bucharest,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Player Engagement Account Manager,Player Engagement Account Manager,Head,Keywords Studios,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Senior Internal Auditor (IT and Operations),Auditor,Senior,Worldline,"Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Senior Treasury Accountant,Treasury Accountant,Senior,Siemens Energy,Bucharest Metropolitan Area,Bucharest ,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Analyste KYU CDD 1 Year,KYU Analyst,Not specified,Societe Generale Global Solution Centre Romania,"Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
"Jr. Accounts Payable with German, Timisoara",Accounts Payable,Junior,Wipro,"Timişoara, Timiş, Romania",Timişoara,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Senior Cards Analyst,Cards Analyst,Senior,Libra Internet Bank,Bucharest Metropolitan Area,Bucharest ,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Manager de Produse Corporate Senior,Product Manager,Head,BRD - Groupe Societe Generale,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Manager de Produse Corporate Senior,Product Manager,Head,BRD - Groupe Societe Generale,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Senior Sales Executive | Hunter,Sales Executive ,Senior,Mokka Romania,"Bucharest, Romania",Bucharest,Not specified,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Senior Financial Auditor,Auditor,Senior,Antal International,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,7 months ago,7,month,30,210.00,45045.00,4/29/2023,,,
General Ledger Accountant,Accountant ,Not specified,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Account Manager [IT Contracting Recruitment],Account Manager ,Head,Hays,"Bucharest, Romania",Bucharest,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Junior Accounts Payable Specialist with Turkish - Cluj-Napoca,Accounts Payable ,Junior,Foundever,Cluj-Napoca Metropolitan Area,Cluj Napoca,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Cost Accountant,Accountant,Not specified,Bekaert,"Slatina, Olt, Romania",Slatina,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Lead Java developer,Lead Java Developer,Head,Deutsche Bank,"Bucharest, Romania",Bucharest,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Commercial Project Manager,Project Manager,Head,Siemens Energy,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Credit Analyst,Credit Analyst,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Commercial Business Analyst,Commercial Financial Analyst,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Accounting and Reporting Specialist (f/m/d),Accounting and Reporting Specialist ,Senior,SIG Group,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Financial Business Controller ( Ilfov),Financial Controller ,Not specified,Adecco,"Ilfov, Romania",Not specified,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Claims Officer,Claims Officer,Not specified,Allianz Trade in Romania,"Bucharest, Romania",Bucharest,Not specified,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Project Manager SAP S4HANA,Project Manager ,Head,Bosch Romania,"Timişoara, Timiş, Romania",Timişoara,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Channel & Finance Specialist with English,Channel and Finance Specialist,Head,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Internal Control Specialist,Auditor,Head,LeasePlan,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
Procure to Pay Officer,Procure to Pay Officer,Not specified,Allianz Trade in Romania,Romania,Not specified,Not specified,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
ID77168 Graduate recruitment | Juniors in Tax,Finance Intern,Junior,KPMG Romania,"Bucharest, Bucharest, Romania",Bucharest,Not specified,4 months ago,4,month,30,120.00,45135.00,7/28/2023,,,
Accounts Payable Specialist with English,Accounts Payable ,Senior,Emerson,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Senior Accountant - Romania,Accountant ,Senior,Glovo,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Financial Accountant in Production Industry - On-Site,Accountant ,Not specified,Antal International,"Tîrgu Jiu, Gorj, Romania",Tîrgu Jiu,Be an early applicant,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Treasury Analyst,Treasury Analyst,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Pricing Analytics - business analyst,Pricing Analytics ,Not specified,HP,"Bucharest, Bucharest, Romania",Bucharest,Not specified,5 days ago,5,day,1,5.00,45250.00,11/20/2023,,,
General Ledger Accountant,Accountant ,Not specified,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Financial Cost Estimation Analyst,Financial Cost Estimation Analyst,Not specified,Hipo.ro Jobs,Bucharest Metropolitan Area,Bucharest ,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Key Account Manager - Modern Trade - Bucharest,Key Account Manager ,Head,INTERBRANDS ORBICO,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Senior Analyst Accounts Receivable,Accounts Receivable Analyst ,Senior,Siemens Energy,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Professional Fin I2P Service Delivery,Invoice-to-Pay Specialist,Senior,OMV Petrom,"Bucharest, Romania",Bucharest,Actively Hiring,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Economist,Economist,Not specified,Hipo.ro Jobs,"Mioveni, Argeş, Romania",Mioveni,Be an early applicant,4 months ago,4,month,30,120.00,45135.00,7/28/2023,,,
Senior Analyst Strategy,Strategy Analyst,Senior,Vodafone,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Senior Treasury Analyst,Treasury Analyst,Senior,888Sparkware,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Risk Analyst,Risk Analyst,Not specified,Dentons,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,4 months ago,4,month,30,120.00,45135.00,7/28/2023,,,
Senior Java Developer,Senior Java Developer,Senior,Deutsche Bank,Bucharest Metropolitan Area,Bucharest ,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Senior SAP FI-AA Consultant,Financial Consultant,Senior,BearingPoint,Romania,Not specified,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Actuarial Analyst,Actuarial Analyst,Not specified,Allianz Services,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Project Accountant,Accountant,Not specified,Energy Jobline,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
General Ledger Associate (Italian Preferred),Accountant ,Not specified,E.ON,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Senior Buyer,Senior Buyer,Senior,Endava,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
IT Finance Business Analyst,Financial Analyst,Not specified,UiPath,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,6 days ago,6,day,1,6.00,45249.00,11/19/2023,,,
Client Service Specialist with English,Client Service Specialist ,Senior,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Accountant with SAP,Accountant ,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
"Business Management, Senior Associate",Business Manager,Senior,LSEG (London Stock Exchange Group),"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
Director Commercial Analytics & Technology,Analytics and Technology Director,Head,Honeywell,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Dynamics 365 Business Central Consultant,Financial Consultant,Not specified,LINKSOFT,"Bucharest, Romania",Bucharest,Actively Hiring,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Senior Accountant,Accountant,Senior,Antal International,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Accounts Payable Specialist with English,Accounts Payable ,Senior,Emerson,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Business Analyst,Financial Analyst,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Accounts Payable Specialist,Accounts Payable ,Senior,Hipo.ro Jobs,Timisoara Metropolitan Area,Timişoara,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Executive Compensation Manager,Executive Compensation Manager,Head,Revolut,Romania,Not specified,Actively Hiring,4 hours ago,4,hour,0.0416667,0.17,45254.83,11/24/2023,,,
Senior Internal Auditor,Auditor,Senior,Vodafone,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
Finance Manager Mileage,Finance Manager ,Head,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Assistant Finance BP - Financial Controller,Financial Controller,Not specified,Versuni,"Orăștie, Hunedoara, Romania",Orăștie,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Business Compliance Manager (Financial Promotions),Business Compliance Manager ,Head,Revolut,Romania,Not specified,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Junior Ocean Pricing Analyst,Pricing Analyst,Junior,DB Schenker,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
RTR Finance Business Partner Controller,Financial Controller,Not specified,WhiteCrow Research,"Bucharest, Bucharest, Romania",Bucharest,Not specified,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
General Ledger Junior Accountant with English,Accountant ,Junior,DB Schenker,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Assistant Entity Controller/Business Analyst- (Hybrid -Onsite 3 days a week/ 2 days’ work from home),Financial Analyst,Junior,Honeywell,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
Costoms and Logistics Agent,Logistics Agent,Not specified,Damen,"Mangalia, Constanţa, Romania",Mangalia,Be an early applicant,6 hours ago,6,hour,0.0416667,0.25,45254.75,11/24/2023,,,
Project Manager,Project Manager,Head,OLIVER Agency,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
Senior Performance Controller,Financial Controller,Senior,Siemens Energy,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Senior Accounting Consultant,Financial Consultant,Senior,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Media Planner,Media Planner,Not specified,Not specified,"Bucharest, Romania",Bucharest,Not specified,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Senior Accountant,Accountant,Senior,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Business Analyst,Financial Analyst,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Channel Reporting Analyst,Channel Reporting Analyst,Not specified,Honeywell,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,4 hours ago,4,hour,0.0416667,0.17,45254.83,11/24/2023,,,
Expert Fin I2P Service Delivery,Invoice-to-Pay Specialist,Senior,OMV Petrom,"Bucharest, Romania",Bucharest,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Oracle Fusion Finance Senior Consultant,Financial Consultant,Senior,PwC Romania,"Bucharest, Romania",Bucharest,Be an early applicant,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Security Risk and Compliance Analyst,Risk Analyst,Not specified,Lugera The People Republic Romania,"Bucharest, Romania",Bucharest,Actively Hiring,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Controller Reporting MTS France,Financial Controller ,Not specified,Worldline,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Intercompany Accountant,Accountant,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,7 months ago,7,month,30,210.00,45045.00,4/29/2023,,,
Auditor Senior,Auditor ,Senior,Contexpert,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Team Leader Procure to Pay,Procure to Pay Team Leader,Head,Allianz Trade in Romania,Romania,Not specified,Not specified,8 months ago,8,month,30,240.00,45015.00,3/30/2023,,,
Supply Chain Method and Tools Engineer,Supply Chain Method and Tools Engineer,Not specified,Alstom,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
EEMEA Asset Manager,Asset Manager,Head,Stryker,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
AR Accountant with English,Accountant ,Not specified,DB Schenker,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,8 hours ago,8,hour,0.0416667,0.33,45254.67,11/24/2023,,,
Java Developer | Belgium team,Java Developer ,Not specified,BNP Paribas Personal Finance,"Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Financial Accountant in Production Industry - On-Site,Accountant ,Not specified,Antal International,"Alba Iulia, Alba, Romania",Alba Iulia,Be an early applicant,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Invoice to Cash Specialist with French - Remote,Invoice to Cash Specialist ,Senior,Genpact,Romania,Not specified,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Strategic Account Manager - Groceries - Bucharest (They/She/He),Strategic Account Manager ,Head,Glovo,"Bucharest, Bucharest, Romania",Bucharest,Not specified,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Treasury Reporting Analyst,Treasury Reporting Analyst,Not specified,Hipo.ro Jobs,Timisoara Metropolitan Area,Timişoara,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
FP&A Analyst,Financial Analyst,Not specified,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Recruitment Sourcer (Business),Recruitment Sourcer ,Not specified,Revolut,Romania,Not specified,Actively Hiring,6 days ago,6,day,1,6.00,45249.00,11/19/2023,,,
Senior Information Technology Recruitment Consultant,Financial Consultant,Senior,Hays,"Bucharest, Romania",Bucharest,Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Business Intelligence Administrator,Business Intelligence Administrator,Not specified,Adobe,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
"Senior Associate | Corporate Finance, M&A Advisory",Finance Advisor,Senior,Deloitte,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Assistant Dean - School of Business (Position Requires Relocation to Kuwait),Assistant Dean ,Junior,"American International University, Kuwait","Bucharest, Romania",Bucharest,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Senior Business Analyst (MIS/Financial Reporting),Financial Analyst,Senior,Luxoft,Bucharest Metropolitan Area,Bucharest ,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Internal & External Auditor,Auditor,Not specified,EY,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Payment Specialist,Payment Specialist,Senior,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Invoicing & Collection Specialist,Invoicing and Collection Specialist,Senior,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Product Manager (Sales Data Warehouse),Product Manager ,Head,Bitdefender,"Bucharest, Romania",Bucharest,Not specified,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
Collection Officer,Collection Officer,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Senior General Ledger Accountant,Accountant ,Senior,Coty,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Senior Associate | Valuation & Modeling,Finance Associate ,Senior,Deloitte,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
